county,state,FIPS,GISJOIN,number,state_abbrev,region,pop2020,per_100,diff
Columbia,Florida,12023,G1200230,0,FL,South,69698,0,0
Johnson,Iowa,19103,G1901030,1,IA,Midwest,152854,0.654219059,0.311198125
Unicoi,Tennessee,47171,G4701710,2,TN,South,17928,11.15573405,5.306545981
Menard,Texas,48327,G4803270,0,TX,Southwest,1962,0,0
Blount,Alabama,01009,G0100090,0,AL,South,59134,0,0
Hutchinson,Texas,48233,G4802330,0,TX,Southwest,20617,0,0
Union,Iowa,19175,G1901750,0,IA,Midwest,12138,0,0
Whitfield,Georgia,13313,G1303130,4,GA,South,102864,3.888629647,1.849738613
Barrow,Georgia,13013,G1300130,2,GA,South,83505,2.395066164,1.139282155
Knox,Ohio,39083,G3900830,4,OH,Midwest,62721,6.377449339,3.033617332
Menifee,Kentucky,21165,G2101650,0,KY,South,6113,0,0
Ellsworth,Kansas,20053,G2000530,0,KS,Midwest,6376,0,0
Franklin,Vermont,50011,G5000110,2,VT,North,49946,4.004324671,1.904772281
Jackson,Ohio,39079,G3900790,2,OH,Midwest,32653,6.125011484,2.913538001
Delaware,Iowa,19055,G1900550,0,IA,Midwest,17488,0,0
Greene,Tennessee,47059,G4700590,1,TN,South,70152,1.425476109,0.678068739
Mineral,Nevada,32021,G3200210,1,NV,Rockies,4554,21.95871761,10.44529604
Webster,Louisiana,22119,G2201190,1,LA,South,36967,2.705115373,1.286765985
Washington,Illinois,17189,G1701890,2,IL,Midwest,13761,14.53382748,6.913433351
Haywood,Tennessee,47075,G4700750,0,TN,South,17864,0,0
Bienville,Louisiana,22013,G2200130,0,LA,South,12981,0,0
Crawford,Michigan,26039,G2600390,0,MI,Midwest,12988,0,0
Pope,Illinois,17151,G1701510,0,IL,Midwest,3763,0,0
Shasta,California,06089,G0600890,11,CA,West,182155,6.038813099,2.872535258
Victoria,Texas,48469,G4804690,2,TX,Southwest,91319,2.190124728,1.041795862
Crawford,Iowa,19047,G1900470,0,IA,Midwest,16525,0,0
Wise,Texas,48497,G4804970,0,TX,Southwest,68632,0,0
Hampshire,West Virginia,54027,G5400270,0,WV,South,23093,0,0
Red Willow,Nebraska,31145,G3101450,1,NE,Midwest,10702,9.344047842,4.444765294
Red Lake,Minnesota,27125,G2701250,1,MN,Midwest,3935,25.41296061,12.08840614
Citrus,Florida,12017,G1200170,6,FL,South,153843,3.900079952,1.85518528
Bannock,Idaho,16005,G1600050,2,ID,Rockies,87018,2.298375049,1.093288243
Isanti,Minnesota,27059,G2700590,0,MN,Midwest,41135,0,0
Woodbury,Iowa,19193,G1901930,1,IA,Midwest,105941,0.943921617,0.449003485
Champaign,Illinois,17019,G1700190,7,IL,Midwest,205865,3.400286596,1.617444185
Cocke,Tennessee,47029,G4700290,0,TN,South,35999,0,0
Trousdale,Tennessee,47169,G4701690,0,TN,South,11615,0,0
Clarke,Georgia,13059,G1300590,5,GA,South,128671,3.885879491,1.848430422
Story,Iowa,19169,G1901690,0,IA,Midwest,98537,0,0
Harrison,Mississippi,28047,G2800470,7,MS,South,208621,3.355366909,1.596076844
Scott,Mississippi,28123,G2801230,0,MS,South,27990,0,0
Pamlico,North Carolina,37137,G3701370,1,NC,South,12276,8.145975888,3.874867886
Pocahontas,West Virginia,54075,G5400750,0,WV,South,7869,0,0
Piscataquis,Maine,23021,G2300210,0,ME,North,16800,0,0
Dixon,Nebraska,31051,G3100510,1,NE,Midwest,5606,17.83803068,8.485172703
Rockingham,Virginia,51165,G5101650,1,VA,South,83757,1.19393006,0.567927196
Plaquemines,Louisiana,22075,G2200750,0,LA,South,23515,0,0
Halifax,Virginia,51083,G5100830,0,VA,South,34022,0,0
Yuma,Arizona,04027,G0400270,4,AZ,Southwest,203881,1.961928772,0.933247888
Seneca,New York,36099,G3600990,1,NY,North,33814,2.957354942,1.406750996
Pondera,Montana,30073,G3000730,0,MT,Rockies,5898,0,0
Christian,Kentucky,21047,G2100470,2,KY,South,72748,2.749216473,1.307743943
Saline,Kansas,20169,G2001690,0,KS,Midwest,54303,0,0
Cabarrus,North Carolina,37025,G3700250,2,NC,South,225804,0.885723902,0.421320067
Harrison,Iowa,19085,G1900850,0,IA,Midwest,14582,0,0
Jones,Iowa,19105,G1901050,0,IA,Midwest,20646,0,0
Panola,Mississippi,28107,G2801070,3,MS,South,33208,9.033967719,4.297266759
Carroll,Kentucky,21041,G2100410,0,KY,South,10810,0,0
Madison,Kentucky,21151,G2101510,3,KY,South,92701,3.236211044,1.539396927
Woodruff,Arkansas,05147,G0501470,0,AR,South,6269,0,0
Camden,Georgia,13039,G1300390,2,GA,South,54768,3.651767455,1.737068294
Pawnee,Oklahoma,40117,G4001170,0,OK,Southwest,15553,0,0
Rockingham,North Carolina,37157,G3701570,0,NC,South,91096,0,0
Allen,Kentucky,21003,G2100030,1,KY,South,20588,4.857198368,2.310466202
Union,Florida,12125,G1201250,0,FL,South,16147,0,0
Atkinson,Georgia,13003,G1300030,0,GA,South,8286,0,0
Wayne,Georgia,13305,G1303050,1,GA,South,30144,3.317409766,1.578021436
Nottoway,Virginia,51135,G5101350,0,VA,South,15642,0,0
Lowndes,Georgia,13185,G1301850,6,GA,South,118251,5.073952863,2.413571716
Williamson,Tennessee,47187,G4701870,5,TN,South,247726,2.018358993,0.960090547
Washington,Mississippi,28151,G2801510,2,MS,South,44922,4.452161524,2.11779877
Fulton,Ohio,39051,G3900510,0,OH,Midwest,42713,0,0
Warren,Tennessee,47177,G4701770,1,TN,South,40953,2.441823554,1.161523653
Cortland,New York,36023,G3600230,1,NY,North,46809,2.136341302,1.016212228
Early,Georgia,13099,G1300990,0,GA,South,10854,0,0
Garvin,Oklahoma,40049,G4000490,1,OK,Southwest,25656,3.897723729,1.854064475
Crisp,Georgia,13081,G1300810,1,GA,South,20128,4.968203498,2.363268987
Gates,North Carolina,37073,G3700730,0,NC,South,10478,0,0
Yavapai,Arizona,04025,G0400250,5,AZ,Southwest,236209,2.116769471,1.006902323
Guadalupe,Texas,48187,G4801870,2,TX,Southwest,172706,1.158037358,0.5508538
Mccracken,Kentucky,21145,G2101450,3,KY,South,67875,4.419889503,2.102447654
Floyd,Texas,48153,G4801530,0,TX,Southwest,5402,0,0
Jefferson,Georgia,13163,G1301630,0,GA,South,15709,0,0
New Madrid,Missouri,29143,G2901430,1,MO,Midwest,16434,6.084945844,2.894479626
Marion,Florida,12083,G1200830,7,FL,South,375908,1.862157762,0.885788936
Dale,Alabama,01045,G0100450,4,AL,South,49326,8.109313547,3.857428389
Seminole,Oklahoma,40133,G4001330,0,OK,Southwest,23556,0,0
Robertson,Tennessee,47147,G4701470,0,TN,South,72803,0,0
Nelson,Kentucky,21179,G2101790,0,KY,South,46738,0,0
Washington,Kentucky,21229,G2102290,0,KY,South,12027,0,0
Saunders,Nebraska,31155,G3101550,0,NE,Midwest,22278,0,0
Knott,Kentucky,21119,G2101190,0,KY,South,14251,0,0
Kiowa,Oklahoma,40075,G4000750,0,OK,Southwest,8509,0,0
Calcasieu,Louisiana,22019,G2200190,6,LA,South,216785,2.767719169,1.316545282
Baraga,Michigan,26013,G2600130,0,MI,Midwest,8158,0,0
Mellette,South Dakota,46095,G4600950,0,SD,Midwest,1918,0,0
Coconino,Arizona,04005,G0400050,7,AZ,Southwest,145101,4.824225884,2.294781891
Bartow,Georgia,13015,G1300150,1,GA,South,108901,0.918265213,0.436799278
St Charles,Louisiana,22089,G2200890,0,LA,South,52549,0,0
Cleburne,Alabama,01029,G0100290,0,AL,South,15056,0,0
Bullock,Georgia,13031,G1300310,0,GA,South,81099,0,0
Nacogdoches,Texas,48347,G4803470,0,TX,Southwest,64653,0,0
Decatur,Kansas,20039,G2000390,0,KS,Midwest,2764,0,0
Bath,Kentucky,21011,G2100110,0,KY,South,12750,0,0
Parke,Indiana,18121,G1801210,0,IN,Midwest,16156,0,0
Butler,Missouri,29023,G2900230,0,MO,Midwest,42130,0,0
Louisa,Iowa,19115,G1901150,1,IA,Midwest,10837,9.227646027,4.389395421
Montgomery,North Carolina,37123,G3701230,0,NC,South,25751,0,0
Val Verde,Texas,48465,G4804650,1,TX,Southwest,47586,2.101458412,0.999619177
Christian,Missouri,29043,G2900430,0,MO,Midwest,88842,0,0
St Tammany,Louisiana,22103,G2201030,5,LA,South,264570,1.889859017,0.898965835
Adams,Mississippi,28001,G2800010,1,MS,South,29538,3.385469565,1.610396038
Sierra,New Mexico,35051,G3500510,0,NM,Southwest,11576,0,0
Valencia,New Mexico,35061,G3500610,2,NM,Southwest,76205,2.624499705,1.248418822
Colquitt,Georgia,13071,G1300710,1,GA,South,45898,2.178744172,1.036382373
Oconto,Wisconsin,55083,G5500830,1,WI,Midwest,38965,2.566405749,1.22078476
Knox,Illinois,17095,G1700950,4,IL,Midwest,49967,8.005283487,3.807943497
Carbon,Montana,30009,G3000090,0,MT,Rockies,10473,0,0
Seminole,Georgia,13253,G1302530,0,GA,South,9147,0,0
Hamilton,Indiana,18057,G1800570,5,IN,Midwest,347467,1.438985573,0.684494904
Cass,Texas,48067,G4800670,0,TX,Southwest,28454,0,0
Henry,Kentucky,21103,G2101030,0,KY,South,15678,0,0
Medina,Texas,48325,G4803250,0,TX,Southwest,50748,0,0
Polk,Missouri,29167,G2901670,0,MO,Midwest,31519,0,0
Alleghany,North Carolina,37005,G3700050,0,NC,South,10888,0,0
Vernon,Missouri,29217,G2902170,0,MO,Midwest,19707,0,0
Emery,Utah,49015,G4900150,0,UT,Rockies,9825,0,0
Sevier,Utah,49041,G4900410,0,UT,Rockies,21522,0,0
Rice,Minnesota,27131,G2701310,0,MN,Midwest,67097,0,0
Mcpherson,South Dakota,46089,G4600890,0,SD,Midwest,2411,0,0
Charles City,Virginia,51036,G5100360,0,VA,South,6773,0,0
Wasatch,Utah,49051,G4900510,0,UT,Rockies,34788,0,0
Meeker,Minnesota,27093,G2700930,1,MN,Midwest,23400,4.273504274,2.032815307
Williamsburg,South Carolina,45089,G4500890,0,SC,South,31026,0,0
Deschutes,Oregon,41017,G4100170,6,OR,West,198253,3.026435918,1.43961135
Mecklenburg,North Carolina,37119,G3701190,11,NC,South,1115482,0.986120798,0.46907674
Bureau,Illinois,17011,G1700110,2,IL,Midwest,33244,6.01612321,2.861742159
Vermilion,Illinois,17183,G1701830,1,IL,Midwest,74188,1.347926888,0.64118022
Whiteside,Illinois,17195,G1701950,1,IL,Midwest,55691,1.795622273,0.854139415
Scott,Indiana,18143,G1801430,1,IN,Midwest,24384,4.101049869,1.950782405
Fremont,Iowa,19071,G1900710,1,IA,Midwest,6605,15.14004542,7.201798361
Putnam,New York,36079,G3600790,0,NY,North,97668,0,0
Washington,Indiana,18175,G1801750,1,IN,Midwest,28182,3.548364204,1.687881562
Broadwater,Montana,30007,G3000070,0,MT,Rockies,6774,0,0
Catoosa,Georgia,13047,G1300470,1,GA,South,67872,1.473361622,0.700846861
Floyd,Georgia,13115,G1301150,2,GA,South,98584,2.028726771,0.965022279
Douglas,Wisconsin,55031,G5500310,3,WI,Midwest,44295,6.772773451,3.221664624
Claiborne,Mississippi,28021,G2800210,1,MS,South,9135,10.9469075,5.207211623
Vernon,Louisiana,22115,G2201150,0,LA,South,48750,0,0
Sweetwater,Wyoming,56037,G5600370,1,WY,Rockies,42272,2.365632097,1.125280994
Bandera,Texas,48019,G4800190,0,TX,Southwest,20851,0,0
Washington,Maine,23029,G2300290,1,ME,North,31095,3.215951118,1.52975971
Hill,Texas,48217,G4802170,0,TX,Southwest,35874,0,0
Chicot,Arkansas,05017,G0500170,0,AR,South,10208,0,0
Albany,Wyoming,56001,G5600010,2,WY,Rockies,37066,5.3957805,2.566658295
Walton,Georgia,13297,G1302970,1,GA,South,96673,1.034414987,0.492049261
Lincoln,South Dakota,46083,G4600830,0,SD,Midwest,65161,0,0
Phillips,Colorado,08095,G0800950,0,CO,Rockies,4530,0,0
Lewis,West Virginia,54041,G5400410,0,WV,South,17033,0,0
Perry,Indiana,18123,G1801230,2,IN,Midwest,19170,10.43296818,4.962741593
Grayson,Kentucky,21085,G2100850,2,KY,South,26420,7.57002271,3.60089918
Morgan,Kentucky,21175,G2101750,0,KY,South,13726,0,0
Cheyenne,Nebraska,31033,G3100330,1,NE,Midwest,9468,10.56189269,5.024068248
Hardin,Texas,48199,G4801990,3,TX,Southwest,56231,5.335135424,2.537810719
Chambers,Texas,48071,G4800710,0,TX,Southwest,46571,0,0
Crawford,Indiana,18025,G1800250,0,IN,Midwest,10526,0,0
Fredericksburg (city),Virginia,51630,G5106300,5,VA,South,27982,17.86862983,8.49972807
Clearwater,Idaho,16035,G1600350,0,ID,Rockies,8734,0,0
Manistee,Michigan,26101,G2601010,0,MI,Midwest,25032,0,0
Pembina,North Dakota,38067,G3800670,0,ND,Midwest,6844,0,0
Warren,Virginia,51187,G5101870,0,VA,South,40727,0,0
Lyman,South Dakota,46085,G4600850,0,SD,Midwest,3718,0,0
Taylor,Kentucky,21217,G2102170,0,KY,South,26023,0,0
Pender,North Carolina,37141,G3701410,1,NC,South,60203,1.661046792,0.790124714
Union,Pennsylvania,42119,G4201190,0,PA,North,42681,0,0
Tift,Georgia,13277,G1302770,1,GA,South,41344,2.41873065,1.150538849
Madison,Ohio,39097,G3900970,1,OH,Midwest,43824,2.281854691,1.08542986
Sharp,Arkansas,05135,G0501350,0,AR,South,17271,0,0
Eastland,Texas,48133,G4801330,0,TX,Southwest,17725,0,0
Mitchell,Georgia,13205,G1302050,0,GA,South,21755,0,0
Polk,North Carolina,37149,G3701490,0,NC,South,19328,0,0
Pine,Minnesota,27115,G2701150,2,MN,Midwest,28876,6.926167059,3.294630709
Lexington,South Carolina,45063,G4500630,8,SC,South,293991,2.721171737,1.294403657
Crawford,Arkansas,05033,G0500330,1,AR,South,60133,1.662980393,0.791044488
Nantucket,Massachusetts,25019,G2500190,0,MA,North,14255,0,0
Casey,Kentucky,21045,G2100450,0,KY,South,15941,0,0
Limestone,Alabama,01083,G0100830,2,AL,South,103570,1.931061118,0.9185648
Webster,Iowa,19187,G1901870,1,IA,Midwest,36999,2.702775751,1.285653076
Mayes,Oklahoma,40097,G4000970,1,OK,Southwest,39046,2.561081801,1.218252271
Dallam,Texas,48111,G4801110,1,TX,Southwest,7115,14.05481377,6.685576693
Banks,Georgia,13011,G1300110,0,GA,South,18035,0,0
Ravalli,Montana,30081,G3000810,1,MT,Rockies,44174,2.263775071,1.076829768
Sullivan,New York,36105,G3601050,0,NY,North,78624,0,0
Scotland,Missouri,29199,G2901990,0,MO,Midwest,4716,0,0
Inyo,California,06027,G0600270,1,CA,West,19016,5.258729491,2.501466038
Tate,Mississippi,28137,G2801370,0,MS,South,28064,0,0
Seward,Kansas,20175,G2001750,1,KS,Midwest,21964,4.552904753,2.165720186
Washington,Louisiana,22117,G2201170,1,LA,South,45463,2.199590876,1.046298708
Haralson,Georgia,13143,G1301430,0,GA,South,29919,0,0
Luna,New Mexico,35029,G3500290,0,NM,Southwest,25427,0,0
Madera,California,06039,G0600390,1,CA,West,156255,0.639979521,0.304424679
Richmond (city),Virginia,51760,G5107600,11,VA,South,226610,4.854154715,2.309018401
Hale,Alabama,01065,G0100650,0,AL,South,14785,0,0
Jasper,Texas,48241,G4802410,0,TX,Southwest,32980,0,0
Tattnall,Georgia,13267,G1302670,1,GA,South,22842,4.377900359,2.082474309
Roane,Tennessee,47145,G4701450,0,TN,South,53404,0,0
New Hanover,North Carolina,37129,G3701290,4,NC,South,225702,1.772248363,0.843020942
Adams,Wisconsin,55001,G5500010,1,WI,Midwest,20654,4.841677157,2.303083092
Brookings,South Dakota,46011,G4600110,0,SD,Midwest,34375,0,0
Warren,New Jersey,34041,G3400410,2,NJ,North,109632,1.82428488,0.867773609
Howell,Missouri,29091,G2900910,0,MO,Midwest,39750,0,0
Emanuel,Georgia,13107,G1301070,1,GA,South,22768,4.392129304,2.089242717
Crow Wing,Minnesota,27035,G2700350,0,MN,Midwest,66123,0,0
Ward,North Dakota,38101,G3801010,1,ND,Midwest,69919,1.430226405,0.680328354
Dearborn,Indiana,18029,G1800290,0,IN,Midwest,50679,0,0
Giles,Virginia,51071,G5100710,0,VA,South,16787,0,0
White,Arkansas,05145,G0501450,2,AR,South,76822,2.603420895,1.23839208
Hancock,Indiana,18059,G1800590,0,IN,Midwest,79840,0,0
Brunswick,North Carolina,37019,G3700190,2,NC,South,136693,1.463132713,0.695981187
Fluvanna,Virginia,51065,G5100650,0,VA,South,27249,0,0
Logan,Oklahoma,40083,G4000830,0,OK,Southwest,49555,0,0
Essex,New York,36031,G3600310,1,NY,North,37381,2.675155828,1.272514865
Greeley,Nebraska,31077,G3100770,0,NE,Midwest,2188,0,0
Coles,Illinois,17029,G1700290,2,IL,Midwest,46863,4.267759213,2.030082503
Russell,Kentucky,21207,G2102070,0,KY,South,17991,0,0
Boyle,Kentucky,21021,G2100210,0,KY,South,30614,0,0
Jefferson,Pennsylvania,42065,G4200650,2,PA,North,44492,4.495190147,2.138266573
Washington,Minnesota,27163,G2701630,3,MN,Midwest,267568,1.121210309,0.533335954
Clallam,Washington,53009,G5300090,2,WA,West,77155,2.592184564,1.233047195
Jim Wells,Texas,48249,G4802490,1,TX,Southwest,38891,2.571288987,1.223107613
Wilbarger,Texas,48487,G4804870,1,TX,Southwest,12887,7.759757896,3.691152182
Otoe,Nebraska,31131,G3101310,1,NE,Midwest,15912,6.284565108,2.989434274
E Carrol,Louisiana,22035,G2200350,0,LA,South,7459,0,0
Sussex,Delaware,10005,G1000050,6,DE,South,237378,2.527614185,1.202332436
Lenawee,Michigan,26091,G2600910,2,MI,Midwest,99423,2.011606972,0.956878754
Barton,Kansas,20009,G2000090,0,KS,Midwest,25493,0,0
Clinton,Ohio,39027,G3900270,1,OH,Midwest,42018,2.37993241,1.132083349
Barbour,West Virginia,54001,G5400010,0,WV,South,15465,0,0
Adams,Iowa,19003,G1900030,0,IA,Midwest,3704,0,0
Calhoun,West Virginia,54013,G5400130,0,WV,South,6229,0,0
Decatur,Georgia,13087,G1300870,1,GA,South,29367,3.405182688,1.619773153
Weakley,Tennessee,47183,G4701830,4,TN,South,32902,12.15731566,5.782977104
Talbot,Maryland,24041,G2400410,0,MD,South,37526,0,0
Highland,Virginia,51091,G5100910,0,VA,South,2232,0,0
Powell,Montana,30077,G3000770,0,MT,Rockies,6946,0,0
Greene,Arkansas,05055,G0500550,1,AR,South,45736,2.186461431,1.04005331
Breckinridge,Kentucky,21027,G2100270,0,KY,South,20432,0,0
Baxter,Arkansas,05005,G0500050,1,AR,South,41627,2.402286977,1.142716943
Chowan,North Carolina,37041,G3700410,0,NC,South,13708,0,0
Blaine,Oklahoma,40011,G4000110,0,OK,Southwest,8735,0,0
Live Oak,Texas,48297,G4802970,0,TX,Southwest,11335,0,0
Linn,Oregon,41043,G4100430,7,OR,West,128610,5.442811601,2.589029992
Deer Lodge,Montana,30023,G3000230,0,MT,Rockies,9421,0,0
Scott,Tennessee,47151,G4701510,1,TN,South,21850,4.576659039,2.177019596
Young,Texas,48503,G4805030,0,TX,Southwest,17867,0,0
Chippewa,Wisconsin,55017,G5500170,0,WI,Midwest,66297,0,0
Bowie,Texas,48037,G4800370,2,TX,Southwest,92893,2.153014759,1.024143438
Broward,Florida,12011,G1200110,22,FL,South,1944375,1.131468981,0.538215786
Churchill,Nevada,32001,G3200010,2,NV,Rockies,25516,7.838219157,3.728474539
Bath,Virginia,51017,G5100170,0,VA,South,4209,0,0
Dickinson,Kansas,20041,G2000410,0,KS,Midwest,18402,0,0
Bladen,North Carolina,37017,G3700170,0,NC,South,29606,0,0
Alger,Michigan,26003,G2600030,0,MI,Midwest,8842,0,0
Tallapoosa,Alabama,01123,G0101230,3,AL,South,41311,7.261988332,3.454373763
Columbia,Arkansas,05027,G0500270,0,AR,South,22801,0,0
Centre,Pennsylvania,42027,G4200270,5,PA,North,158172,3.161115747,1.503675688
Jackson,Oregon,41029,G4100290,4,OR,West,223259,1.791641098,0.852245655
Carroll,Iowa,19027,G1900270,1,IA,Midwest,20760,4.816955684,2.291323611
Delta,Texas,48119,G4801190,0,TX,Southwest,5230,0,0
Dickenson,Virginia,51051,G5100510,0,VA,South,14124,0,0
Colbert,Alabama,01033,G0100330,0,AL,South,57227,0,0
Sumner,Tennessee,47165,G4701650,2,TN,South,196281,1.018947326,0.484691622
Garfield,Colorado,08045,G0800450,0,CO,Rockies,61685,0,0
Carbon,Wyoming,56007,G5600070,0,WY,Rockies,14537,0,0
Bamberg,South Carolina,45009,G4500090,0,SC,South,13311,0,0
Callahan,Texas,48059,G4800590,0,TX,Southwest,13708,0,0
Mcnairy,Tennessee,47109,G4701090,1,TN,South,25866,3.866079023,1.83901176
Mason,Washington,53045,G5300450,0,WA,West,65726,0,0
Cedar,Missouri,29039,G2900390,0,MO,Midwest,14188,0,0
Schuyler,Illinois,17169,G1701690,0,IL,Midwest,6902,0,0
Jasper,Indiana,18073,G1800730,0,IN,Midwest,32918,0,0
Grant,Indiana,18053,G1800530,3,IN,Midwest,66674,4.499505054,2.140319083
Brown,South Dakota,46013,G4600130,0,SD,Midwest,38301,0,0
Jennings,Indiana,18079,G1800790,0,IN,Midwest,27613,0,0
Nevada,California,06057,G0600570,2,CA,West,102241,1.956162401,0.930504948
Brown,Indiana,18013,G1800130,0,IN,Midwest,15475,0,0
Stoddard,Missouri,29207,G2902070,0,MO,Midwest,28672,0,0
Sullivan,Indiana,18153,G1801530,1,IN,Midwest,20817,4.803766153,2.285049631
Henry,Virginia,51089,G5100890,0,VA,South,50948,0,0
Carson,Texas,48065,G4800650,1,TX,Southwest,5807,17.22059583,8.191472046
Clinton,Kentucky,21053,G2100530,0,KY,South,9253,0,0
Dallas,Alabama,01047,G0100470,0,AL,South,38462,0,0
Floyd,Virginia,51063,G5100630,0,VA,South,15476,0,0
Harrison,Kentucky,21097,G2100970,0,KY,South,18692,0,0
Smith,Kansas,20183,G2001830,0,KS,Midwest,3570,0,0
Elbert,Georgia,13105,G1301050,0,GA,South,19637,0,0
Jefferson,Iowa,19101,G1901010,0,IA,Midwest,15663,0,0
Anderson,Texas,48001,G4800010,1,TX,Southwest,57922,1.726459722,0.821240257
Mahnomen,Minnesota,27087,G2700870,0,MN,Midwest,5411,0,0
Ozark,Missouri,29153,G2901530,0,MO,Midwest,8553,0,0
Coweta,Georgia,13077,G1300770,6,GA,South,146158,4.105146485,1.952731079
Ottawa,Oklahoma,40115,G4001150,1,OK,Southwest,30285,3.301964669,1.570674531
Lake,Florida,12069,G1200690,6,FL,South,383956,1.562679057,0.74333327
Brantley,Georgia,13025,G1300250,0,GA,South,18021,0,0
Lee,Florida,12071,G1200710,11,FL,South,760822,1.445804669,0.687738604
Baker,Oregon,41001,G4100010,0,OR,West,16668,0,0
Jackson,North Carolina,37099,G3700990,0,NC,South,43109,0,0
Benton,Oregon,41003,G4100030,5,OR,West,95184,5.252983695,2.498732884
Jefferson,Louisiana,22051,G2200510,12,LA,South,440781,2.722440396,1.295007131
Baker,Florida,12003,G1200030,0,FL,South,28259,0,0
Bingham,Idaho,16011,G1600110,1,ID,Rockies,47992,2.083680613,0.991162656
Hunterdon,New Jersey,34019,G3400190,0,NJ,North,128947,0,0
Dunklin,Missouri,29069,G2900690,1,MO,Midwest,28283,3.535692819,1.681854053
Mason,West Virginia,54053,G5400530,0,WV,South,25453,0,0
Latah,Idaho,16057,G1600570,0,ID,Rockies,39517,0,0
Highland,Ohio,39071,G3900710,1,OH,Midwest,43317,2.308562458,1.098134178
Cache,Utah,49005,G4900050,4,UT,Rockies,133154,3.004040434,1.428958294
Caribou,Idaho,16029,G1600290,0,ID,Rockies,7027,0,0
Judith Basin,Montana,30045,G3000450,0,MT,Rockies,2023,0,0
Loudoun,Virginia,51107,G5101070,2,VA,South,420959,0.475105652,0.225997678
Huntingdon,Pennsylvania,42061,G4200610,1,PA,North,44092,2.267985122,1.0788324
Preble,Ohio,39135,G3901350,1,OH,Midwest,40999,2.43908388,1.160220449
Murray,Oklahoma,40099,G4000990,0,OK,Southwest,13904,0,0
Covington,Mississippi,28031,G2800310,0,MS,South,18340,0,0
Washington,Ohio,39167,G3901670,2,OH,Midwest,59771,3.346104298,1.591670816
Williamson,Texas,48491,G4804910,7,TX,Southwest,609017,1.149393202,0.546741958
Randolph,North Carolina,37151,G3701510,1,NC,South,144171,0.69362077,0.329940683
Pennington,Minnesota,27113,G2701130,0,MN,Midwest,13992,0,0
Brown,Texas,48049,G4800490,1,TX,Southwest,38095,2.625016406,1.248664606
Gooding,Idaho,16047,G1600470,1,ID,Rockies,15598,6.411078343,3.049613936
Larimer,Colorado,08069,G0800690,3,CO,Rockies,359066,0.835500994,0.397430095
Talbot,Georgia,13263,G1302630,0,GA,South,5733,0,0
Sampson,North Carolina,37163,G3701630,0,NC,South,59036,0,0
Butler,Kansas,20015,G2000150,1,KS,Midwest,67380,1.484119917,0.705964354
Braxton,West Virginia,54007,G5400070,0,WV,South,12447,0,0
Greene,Iowa,19073,G1900730,2,IA,Midwest,8771,22.80241706,10.84662597
Meade,Kentucky,21163,G2101630,2,KY,South,30003,6.666000067,3.170874791
Woodford,Kentucky,21239,G2102390,1,KY,South,26871,3.721484128,1.770231036
St Helena,Louisiana,22091,G2200910,0,LA,South,10920,0,0
Clackamas,Oregon,41005,G4100050,7,OR,West,421401,1.661125626,0.790162214
Kenedy,Texas,48261,G4802610,0,TX,Southwest,350,0,0
Lewis,Missouri,29111,G2901110,0,MO,Midwest,10032,0,0
Hardin,Iowa,19083,G1900830,0,IA,Midwest,16878,0,0
Montour,Pennsylvania,42093,G4200930,0,PA,North,18136,0,0
Ste Genevieve,Missouri,29186,G2901860,0,MO,Midwest,18479,0,0
Steuben,Indiana,18151,G1801510,0,IN,Midwest,34435,0,0
Marinette,Wisconsin,55075,G5500750,1,WI,Midwest,41872,2.388230799,1.136030717
Clinch,Georgia,13065,G1300650,1,GA,South,6749,14.81700993,7.048137231
Bell,Kentucky,21013,G2100130,0,KY,South,24097,0,0
Chelan,Washington,53007,G5300070,1,WA,West,79074,1.264638187,0.601561552
Bedford (city),Virginia,51515,G5100190,1,VA,South,NA,NA,NA
Cherry,Nebraska,31031,G3100310,1,NE,Midwest,5455,18.33180568,8.720050994
Garza,Texas,48169,G4801690,0,TX,Southwest,5816,0,0
Noble,Indiana,18113,G1801130,2,IN,Midwest,47457,4.214341404,2.004672785
Decatur,Indiana,18031,G1800310,0,IN,Midwest,26472,0,0
St Bernard,Louisiana,22087,G2200870,0,LA,South,43764,0,0
Burt,Nebraska,31021,G3100210,0,NE,Midwest,6722,0,0
Orange,North Carolina,37135,G3701350,1,NC,South,148696,0.672513047,0.319900187
Candler,Georgia,13043,G1300430,0,GA,South,10981,0,0
Elko,Nevada,32007,G3200070,1,NV,Rockies,53702,1.86212804,0.885774797
Tyrrell,North Carolina,37177,G3701770,0,NC,South,3245,0,0
Morris,Texas,48343,G4803430,2,TX,Southwest,11973,16.70425123,7.945857876
Putnam,Indiana,18133,G1801330,1,IN,Midwest,36726,2.722866634,1.295209883
Beaver,Utah,49001,G4900010,0,UT,Rockies,7072,0,0
Shelby,Alabama,01117,G0101170,2,AL,South,223024,0.896764474,0.426571832
Ogle,Illinois,17141,G1701410,3,IL,Midwest,51788,5.792847764,2.755534767
Anoka,Minnesota,27003,G2700030,4,MN,Midwest,363887,1.099242347,0.522886261
Laramie,Wyoming,56021,G5600210,5,WY,Rockies,100512,4.974530404,2.366278562
Cochran,Texas,48079,G4800790,0,TX,Southwest,2547,0,0
Cumberland,Kentucky,21057,G2100570,1,KY,South,5888,16.98369565,8.078783657
Glynn,Georgia,13127,G1301270,2,GA,South,84499,2.366891916,1.125880263
Nodaway,Missouri,29147,G2901470,0,MO,Midwest,21241,0,0
